nombre,codigo,precio_publico,precio_compra,precio_mayoreo,clave_sat,unidad_sat
INDICADOR MODERNO PRESTO,PROE025,150.0,75.0,120.0,40141600,H87
INDICADOR ROSCADO PRESTO,PROE047,72.0,31.02,50.0,40141700,H87
JUNTA AHULADA TRANSM. IEM,IELA030,11.44,3.01,7.89,40141700,H87
JUNTA CORCHO TRANSMISION GE,GELA035,38.7,16.68,29.02,40141700,H87
MANGO INFERIOR ECKO ORIGINAL,EKOE015,55.0,21.46,40.0,40141700,H87
MANGO INFERIOR P/PRESTO,PROE026,41.93,15.58,32.53,40141700,H87
MANGO SUPERIOR ECKO ORIGINAL,EKOE016,56.0,22.2,42.0,40141700,H87
MANGO SUPERIOR P/PRESTO,PROE030,45.0,16.9,35.0,40141700,H87
MANGUERA ACORDION P/G.E.,GELA019,41.16,17.74,28.61,40141700,H87
MANG 1.90M P/EASY AUTOM,EALA311,115.09,55.6,85.68,40141700,H87
MANGUERA DE LLENADO 1.5 MTS.,WILA011,150.0,52.65,115.0,40142000,H87
MANGUERA DOBLE CURVA P/G.E.,GELA024,23.1,10.86,17.24,40141700,H87
MANG. DOBLE CURVA C/POSTIZO,GELA022,70.33,30.58,55.57,40141700,H87
MANGUERA SENCILLA G.E.,GELA026,47.96,20.85,35.97,40141700,H87
MANGUERA TINA-BOMBA KOBLENS,KOLA012,30.49,12.93,22.31,40141700,H87
MANG. UNIVERSAL CORRUGADA,XLAV004,60.0,16.52,30.0,40142000,H87
MANOMETRO,PROE031,124.21,58.0,95.39,40141700,H87
OPRESOR 5/16 X 5/16,GELA039,3.58,0.71,1.73,40141700,H87
PARRILLA ACROS,ACES004,132.33,63.38,101.45,40141700,H87
PERILLA 1/4 G.E.,GELA028,12.9,2.78,6.61,40141700,H87
PERILLA 5/16 G.E.,GELA030,11.6,2.5,6.82,40141700,H87
PERILLA CONTROL GENERAL,XCAL003,15.0,3.41,10.0,01010101,H87
PERILLA CTROL TEMPERATURA,XCAL004,25.0,10.0,15.0,40141700,H87
PERILLA P/IEM 1/4,IELA031,10.95,2.36,5.48,40141700,H87
PERILLA P/IEM 5/16,IELA027,10.95,2.36,5.48,40141700,H87
PERILLA PILOTO UNITROL,XCAL002,10.23,2.94,7.12,40141700,H87
VALVULA DE ALTA 1/2 CANA CON ESPREA,XEST013,175.0,65.0,150.0,40141600,H87
LIMPIA TODO CON FRAGANCIA A LIMON,0790920036066,31.36,18.6112,23.68,40141700,H87
ESMERILADORA ANGULAR 180 MM MAKITA,ESMMAK7,3595.0,1720.0,3060.0,40141700,H87
PRODUCTO VARIO,PRODUCTOVARIO,1.0,1.0,1.0,40141700,H87
TELEFONO ALAMBRICO STEREN,TELALAM,256.0,128.0,185.6,40141700,H87
DADO MAGNETICO P/PUNTA DE BROCA 1/4 T12939,DADPB14,35.0,9.45,20.0,40141700,H87
BRIDA DE ACERO INOXIDABLE P/TANQUE,BRIDAINOX,158.0,68.0,135.0,40141700,H87
JUEGO DE BROCA P/FIERRO C/10 PZA 11399,BROF10,234.0,125.0,188.0,27112800,H87
BANDA A 35 BANDO,BAN35,71.0,30.55,57.0,40141700,H87
CEMENTO BLANCO KG,CEMBLAKG,25.0,7.67,20.0,30111600,KGM
CEMENTO GRIS KG,CEMGRISKG,15.0,5.0,10.0,40141700,KGM
PEGAZULEJO KG,PEGAZKG,25.0,10.0,15.0,40141700,H87
CUELLO ACERO INOXIDABLE P/MEZCLADORA,60101,70.0,27.94,46.0,40141700,H87
MEZCLADORA FREGADOR ABS MANERAL PALANCA,60435,265.0,124.08,217.0,40141700,H87
ALIMENTADOR P/FREGADOR TUERCA METAL 50 CM,8217,50.0,18.09,35.0,40142008,H87
CONTRACANASTA PVC C/TUBO EKON,60501,85.0,28.63,60.0,30181600,H87
MEZCLADORA P/LAVABO T/BAR CUB ABS,60488,310.0,164.99,250.0,30181700,H87
CADENA PULIDA 3/16 44261 M,CADP316M,50.0,21.55,40.0,31151600,MTR
CADENA PULIDA 1/4 (MTO),CADP14M,80.0,42.24,70.0,31151600,MTR
CUTTER CON CUERPO ERGONOMICO Y ALMA DE METAL,CUTHECAM,30.0,12.05,25.0,40141700,H87
CARBON (ESCOBILLA) P/ B&D / DEWALT,CARGM583,90.0,43.01,78.0,40141700,H87
VALVULA CHECH P/COMPRESOR 3/8 X 1/2,VALCHECKC,180.0,75.0,145.0,40141600,H87
PUNTA TORX 40,PUNTX40,15.0,3.78,10.0,31162800,H87
EMPAQUE ORRING 008,EMPORR008,4.0,0.1,2.0,40141700,H87
EMPAQUE ORRING 116,EMPORR116,5.0,0.75,3.0,40141700,H87
EMPAQUE ORRING 211,EMPORR211,6.0,0.52,3.0,40141700,H87
EMPAQUE ORRING 219,EMPORR219,6.0,1.16,3.0,31401503,H87
CARBON (ESCOBILLA) B&D / DEWALT CMV10,CARCMV10,40.0,17.42,35.0,40141700,H87
PORTAVASO BAQUELITA P/OSTER,OSLI076,20.0,7.0,15.0,40141700,H87
TUBO PVC NORMA DE 1 1/2 MTO,TUBPVC112M,60.0,15.78,40.0,40141700,MTR
TUBO PVC NORMA DE 2 MTO,TUBPVC2M,60.0,30.17,40.0,40141700,MTR
TUBO PVC NORMA DE 4 MTO,TUBPVC4M,100.0,85.0,90.0,40171517,MTR
ARANDELA PLANA 5/16,ARAPLA516P,1.0,0.5,0.8,40141700,H87
PERFIL,PERFIL,1.0,1.0,1.0,40141700,H87
EMPAQUE P/ COPLE DRESSER DE 12,EMPDRE12,10.0,1.0,5.0,40141700,H87
TORNILLO P/DUROK 8 X 1 1/4,TORDUR8114P,1.0,0.25,0.5,40141700,H87
CABLE DE VIDEO PLUG 3.5MM A 3 RCA P/VIDEOCAMARA,CABAV35RCA,50.0,28.0,45.0,40141700,H87
JACK RJ45 P/CABLE CAT 5E,JACKRJ45,50.0,25.3,40.0,40141700,H87
PLACA P/ 2 JACK RJ45 310-202WH,PLA2JACK,30.0,11.0,23.0,40141700,H87
CEPILLO DE IXTLE P/IMPERM. HECORT,CEPCUBH,90.0,45.5,70.0,40141700,H87
CABLE USO RUDO 3 X 14,CABUR314,62.0,33.0,55.0,39121440,MTR
TUBO CPVC 1 MTO,TUBCPVC1M,75.0,34.67,60.0,40141700,MTR
TUBO DE CPVC 3/4 MTO,TUBCPVC34M,45.0,25.0,35.0,40141700,MTR
TUBO CPVC 1/2 MTO,TUBCPVC12M,30.0,15.0,25.0,40141700,MTR
BAQUELITA 10 X 10 UNA CARA,BAQ10X10,30.0,10.0,20.0,40141700,H87
ESPREA MENONITA # .61,ESPMENO61,25.0,4.5,20.0,40141700,H87
CERRADURA P/MUEBLE 30MM,CERR10330,48.0,23.37,43.0,40141700,H87
REGADERA EASY CLEAN PLASTICO CROMADO,4433,57.0,20.73,34.0,40141700,H87
LLAVE DE JARDIN INNOVANCE 3/4 X 1/2 ASCENDENTE ZN,4601,28.0,11.9,21.0,40141700,H87
LLAVE DE JARDIN INNOVANCE 3/4 X 1/2 COMPUERTA PALANCA ZN,4611,45.0,15.64,35.0,40141700,H87
BROCA FIERRO DE 3/8 HSS HECORT,BROF38H,50.0,16.2,35.0,40141700,H87
JUEGO DE EMPAQUES METALFLU MIXTO,JGOEMPM,20.0,4.5,15.0,40141700,H87
CONTRA SPUD PLASTICO 3/4,CONSPUB34P,35.0,14.9,28.0,40141700,H87
NIVELADOR BASE DE PLASTICO TORNILLO 5/16,NIVPLA516,20.0,8.3,15.0,40141700,H87
VARILLA CUADRADA 1/2 X 3 MTO,VARCUA123M,95.0,46.72,75.0,40141700,H87
CERCHA PERFORADA ROLLO 5 MTS,CERPER5,100.0,55.22,85.0,31162400,H87
TUBO PVC HIDRAULICO 3/4 MTO,TUBPVCHID34M,60.0,23.0,40.0,40141700,MTR
DESCONECTADOR 3 X 30 240V SERV. INDUSTRIAL,DES330,942.0,541.17,800.0,40141700,H87
UNIDAD TERMICA GE 2 X 30 QP,UNITGE230QP,175.0,81.9,150.0,40141700,H87
TRAMPA P/LAVABO LATON CROM. TIPO MONEDA CE 208,T49337,235.0,133.62,188.0,40141700,H87
BOTON ENCENDIDO HORNO,MBES068,45.0,21.55,30.0,40141700,H87
QUEMADOR KILIA NO ORIGINAL DE 1ra,MBES063,50.0,16.5,35.0,41102401,H87
CABLE USO RUDO 2 X 14,CABUR214,45.0,22.91,35.0,26121634,MTR
TUBO P/D 1/2 ETIQUETA AZUL,TUBPD12A,118.0,63.63,90.0,39131719,H87
LAMPARA EMERGENCIA 4.8W 60 LED,LAMEM60L,199.0,114.3,159.0,40141700,H87
CINTA DE TELA FIBRA VIDRIO19 MM ARGOS,CINFIBVID34,160.0,69.1,110.0,40141700,H87
MENSULA ENTREPAnO TIPO PALETA LB,MENENT,3.0,0.79,1.5,40141700,H87
TAQUETE 5/16,TAQ516P,1.0,0.28,0.5,40141700,H87
TAQUETE 1/4 PZ,TAQ14P,1.0,0.23,0.5,40141700,H87
SIERRA CORTA CIRCULOS BIMETAL 2 1/4 18099,T18099,232.0,125.0,174.0,40141700,H87
LLAVE JARDIN 1/2 METALICA EKON,60971,60.0,28.88,45.0,30181804,H87
MEZCLADORA P/FREGADOR EKON 60411,60411,394.0,212.46,320.0,30181700,H87
MEZCLADORA P/FREGADOR EKON 60412,60412,394.0,206.07,320.0,30181700,H87
MEZCLADORA P/LAVABO EKON 60481,60481,326.0,143.6,266.0,30181700,H87
MEZCLADORA P/LAVABO EKON 60482,60482,326.0,163.05,266.0,30181700,H87
MEZCLADORA P/LAVABO EKON 60483,60483,326.0,139.41,266.0,30181700,H87
CONTRA TUBULAR TIPO PUSH 99001,99001,470.0,254.54,385.0,31161700,H87
VALVULA INVIERNO 3/8 X 1/2,30390,90.0,45.15,70.0,40141600,H87
"LLANA REDONDA 10 REM 16"" M/MADERA",LLARED16,195.0,84.82,135.0,40141700,H87
LLANA FLOTA DE MADERA DE 6 X 12 FM 12,LLAMAD612,127.0,65.85,95.0,27112202,H87
BROCA P/CONCRETO 5/16 X 12 ECO,BROC51612E,75.0,24.14,50.0,40141700,H87
ADAPTADOR MACHO PPR 20MM 1/2,ADMPPR12,48.0,12.05,40.0,40183100,H87
ADAPTADOR MACHO T/PLUS 3/4 PPR 69300,ADMTPLUS34PPR,65.0,29.94,50.0,40172517,H87
ADAPTADOR HEMBRA T/PLUS 1/2 PPR 68100,ADHTPLUS12PPR,45.0,11.74,35.0,40183100,H87
CODO HEMBRA PPR 20MM 1/2,CODHPPR12,40.0,13.54,30.0,40172517,H87
TEE HEMBRA CENTRO T/PLUS 1/2 PPR,TEEHTPLUS12PPR,22.0,11.31,17.0,40141700,H87
TUERCA UNION 3/4 PPR 66200,TUTPLUS34PPR,125.0,67.14,95.0,56121900,H87
ZOCLO VININICO 10 CM ROLLO 40 MTS,ZOCLO10R,1470.0,844.83,1176.0,40141700,H87
ARANDELA PLANA DE 1/4,ARAPLA14P,1.0,0.2,0.5,40141700,H87
HILO NYLON NATURAL .40MM 100 MTS,HILONYN40,35.0,15.47,27.0,49131502,H87
ARANDELA PLANA 3/8,ARAPLA38P,1.5,0.25,1.0,31161800,H87
ARANDELA PLANA 1/2 44547,ARAPLA12P,3.0,0.85,2.0,31161807,H87
PERFIL 869020 CAL 20 1 X 2,PERFIL12C20,245.0,104.61,150.0,40141700,H87
ADAPTADOR 2 JACKS 1 PLUG 6.3,AD2JACKS1PLUG6,15.0,6.0,13.0,40141700,H87
PISTOLA RIEGO PLASTICA DE 5,T22759,28.0,14.7,21.0,27112029,H87
JUEGO DE DESARMADORES 1/4 X 1 1/2 (2 PZA),T20217,53.0,28.45,40.0,27111700,H87
COPLE P/GRUESA GALV. DE 3,COPPGG3,110.0,72.59,97.0,40141700,H87
JUEGO LLAVE COMBINADA STD/MM 20 PZA,JLLACOM20,936.0,504.31,759.0,40141700,H87
CLAVO P/CONCRETO 1 1/2 PZA,CPC112P,0.5,0.25,0.35,40141700,H87
IDENTIFICADOR P/LLAVE COLOR,IDENLLAVE,2.0,0.75,1.5,40141700,H87
CINCEL SDS DE PUNTA,CINSDSP,65.0,33.62,50.0,40141700,H87
CINCEL SDS DE PUNTA 12095,117533,120.0,64.66,90.0,27112839,H87
TORNILLO MILIMETRICO 8 X 25,TMM825,8.0,3.0,6.0,31161500,H87
TUERCA DE SEGURIDAD 7/16,TUERSEG716,5.0,0.57,3.0,40141700,H87
TUBO LED T8 120 CM 18 W LUZ FRIA,153099,285.0,153.3,213.0,40141700,H87
LIMPIA PARABRISAS TIPO BANANA HULE,LIMBRI18MK,90.0,37.8,70.0,25171502,H87
LIMPIA PARABRISAS METALICO 20,LIMBRI20,37.76,21.76,30.08,40141700,H87
LIMPIA PARABRISAS METALICO 19/21,LIMBRI19-21,40.32,23.04,32.0,40141700,H87
TUBO PPR 20 MM 1/2 X 4 M 49897,TUBOPPR12,135.0,63.0,115.0,40183000,H87
VALVULA DE BOLA PPR 20MM 1/2 F75-100,VALVPPR12,50.0,11.62,35.0,40172517,H87
TEE PPR 20 MM 1/2 64100,TEEPPR12,10.0,1.84,6.0,40183100,H87
CODO HEMBRA PPR 25 MM 3/4,CODHPPR34,60.0,25.0,40.0,40141700,H87
MASKING TAPE DE 2 AZUL 12624,138084,150.0,81.9,114.0,31201503,H87
DISCO DESBASTE P/METAL AUSTROMEX 2007,DIS2007,45.0,23.51,35.0,40141700,H87
LIMA PLANA BASTARDA 4,LIPLA4B,30.0,16.38,25.0,40141700,H87
VALVULA BANQUETA MACHO CANDADO 13MM,86DA,241.0,131.47,180.0,40141700,H87
MEDIDOR DE AIRE CARATULA 50 PSI,MEDAIRE,25.0,10.08,15.0,40141700,H87
ESLABON CANDADO P/MOTO,CANMOT,10.0,1.71,5.0,40141700,H87
TUBO ELASTICO D/LATEX 5/16X3/16X1/16,TUBELA516,55.0,20.93,35.0,49161500,MTR
PUNTA POOL CRP CON CONECTOR AMERICANO,PUNPOOLAME,60.0,32.0,45.0,40141700,H87
TAQUETE RAPIDO P/TABLA ROCA 10 X 33,TAQTR1033,2.5,0.44,1.5,40141700,H87
EMPAQUE ORRING 115,EMPORR115,5.0,0.74,3.0,31401503,H87
EMPAQUE ORRING 007,EMPORR007,4.0,0.1,2.0,40141700,H87
MARTILLO CARPINTERO 8 ONZAS,MARCAR8,45.0,24.15,35.0,40141700,H87
CARBON ESCOBILLA BOSH CMV1322,CARCMV1322,35.0,15.22,25.0,40141700,H87
CARBON ESMERIL ANGULAR WALT (PZA) CAR 42,CAR42,20.0,6.04,15.0,26101404,H87
CARBON P/TALADRO MAKITA CAR 18 (PZA),CAR18,20.0,6.51,15.0,26101404,H87
CARBON P/TALADRO BOSH CAR 13 (PZA),CAR13,20.0,6.05,15.0,26101404,H87
REGADERA HIROSHIMA REDONDA 7 1/2 ANTISARRO,44HC,368.0,211.24,294.0,40141700,H87
BRAZO REDONDO LARGO DE FIERRO 39 CM,45BRF,120.0,65.5,95.0,40141750,H87
LAMPARA EMP. P/PLAFON CRISTAL CONC.,YD1400B,191.4,122.85,171.0,40141700,H87
TUBO PEX AL PEX 1620 MM NEGRO (MTO) 1/2,TUBPEXALPEX12,60.0,25.0,50.0,40141700,MTR
TORNILLO TABLA ROCA 6 X 1 (PZA),TTR1P,0.5,0.15,0.3,31161509,H87
TORNILLO TABLA ROCA 6 X 1 1/2 (PZA),TTR112P,0.5,0.2,0.3,31161509,H87
TORNILLO TABLA ROCA 6 X 2 (PZA),TTR2P,1.0,0.25,0.5,31161509,H87
TORNILLO TABLA ROCA 7 X 2 1/2 (PZA),TTR212P,1.0,0.23,0.5,40141700,H87
TORNILLO TABLA ROCA 7 X 3 (PZA),TTR3P,1.5,0.5,1.0,31162800,H87
TORNILLO TABLA ROCA 8 X 4 (PZA),TTR4P,2.0,1.0,1.5,40141700,H87
TINACO AQUABLU TRICAPA 600 L,TINACO600T,1137.0,754.0,1010.0,40141700,H87
BOLSA P/ BASURA 90 X 120 BAJA DENSIDAD,BOLBAS90120,20.0,7.2,15.0,47121700,H87
CARTUCHO P/FIGURA 36PF,FR36PF,385.0,197.96,320.0,40141700,H87
PORTARROLLO ACERO INOXIDABLE,PRABA,105.0,47.37,70.0,30181610,H87
TOMA DOBLE PARA SOBREPONER ATERRIZADO T46106,136404,35.0,14.0,25.0,40141700,H87
CODO PE AL PE R/EXTERIOR 20 X 1/2 2.0,CODPEALPE12M,100.0,42.04,75.0,40141700,H87
DISCO CERAMICA SEG. HECORT DE 9,DISCER0707,265.0,150.4,210.0,40141700,H87
FORTAN SELLADOR POLIURETANO SUPERFLEX 280 ML,FORTAN,88.0,49.3,70.0,40141700,H87
TUERCA LATON TORRE HELVEX 090-07-TCA,TUEPLAHEL,139.0,59.9,105.0,01010101,H87
REPUESTO P/EXACTO PROFESIONAL,T16979,50.0,23.28,35.0,23151901,H87
EXACTO PROFESIONAL 6 C/5 HOJAS,T16969,79.0,42.24,59.0,23151901,H87
RESANACRETO BLANCO 1 KG,RESANAB,160.0,85.0,130.0,40141700,H87
RESANACRETO GRIS 1 KG,RESANAG,160.0,85.0,130.0,40141700,H87
TOMA SENCILLA PT+ 2 CARGADOR USB QUINZInO,TOMASEN2USB,365.0,241.97,337.0,40141700,H87
NIVEL CLASICO 3 GOTAS NP 36 TRUPER,T17038,360.0,193.97,270.0,40141700,H87
DESARMADOR PLANO BARRA CUADRADA 3/8 X 12,DESPLA3812,107.0,57.76,87.0,40141700,H87
COPLE SIRVE A OLIMPIA,MBLA151,55.0,22.56,37.0,40141700,H87
MANGO TAPA OLLA GOURMET ORIGINAL,PROE058,35.0,14.1,23.0,40141700,H87
QUEMADOR FLAUTA PORCELANIZADO 50 CM,XGAS098,154.0,65.99,112.0,40141700,H87
CERRADURA MANIJA NIZA ENTRADA LATON BRILLANTE DERECHA,CERRFN52NIA3D,195.0,104.21,145.0,40141700,H87
RESANACRETO SALITRE 1 KG,RESANAS,160.0,85.0,130.0,40141700,H87
MANGUERA EXPANDIBLE C/PISTOLA 7 F 15 MTS,MANEXP15CP,280.0,159.0,222.0,40141700,H87
MANGUERA EXPANDIBLE C/PISTOLA 7 F 22.5 MTS,MANEXP225CP,400.0,230.0,320.0,40141700,H87
VALVULA DE DRENADO P/BOILER 3/4 X 7/8 CINSA,VALDRE3478,45.0,20.53,29.0,40141700,H87
PERA SAPO AZUL COFLEX PB6025,PB6025,50.0,29.33,40.0,40141700,H87
BARRA DE SEGURIDAD C/JABONERA,80100,530.0,297.79,425.0,40141700,H87
TIMBRE INALAMBRICO TIM 250,TIM240,315.0,180.0,250.0,46171600,H87
PEGAMENTO P/MADERA AMARILLO 1/4,PEGVL2000100SR14,28.0,12.24,22.0,40141700,H87
SOGA PLASTICA 5 MM MTO,SOGPLA5M,2.0,0.56,1.5,31151500,MTR
SOGA PLASTICA 8 MM MTO,SOGPLA8M,6.0,2.54,5.0,40141700,MTR
SOGA PLASTICA 11 MM MTO,SOGPLA11M,10.0,4.94,8.0,40141700,MTR
PINZA DE PRESION PROTUL RECTA,T22707,127.0,68.1,95.0,40141700,H87
GRASA P/BALERO ROSHFRANS,GRABAL250,35.0,22.5,32.0,40141700,H87
OREJERA AJUSTABLE PLASTICA 14257,OREAJUS,207.0,111.2,155.0,46181900,H87
APAGADOR ESCALERA MONTANA 1442,APAG1442,25.0,10.92,18.0,40141700,H87
BOTON TIMBRE MONTANA 7203,BOT1446,30.0,10.42,25.0,39122216,H87
FOCO BULBO LED BCO FRIO E27 3 W 5062,FOCLED3BF,105.0,56.56,79.0,40141700,H87
TOMA TV MONTANA 1452,TOMATVM,35.0,13.85,22.0,40141700,H87
MANGUERA MULTICOLOR 8 MTO C/ACCESORIOS,MANMC8AC,450.0,241.45,336.0,40141700,H87
MANGUERA MULTICOLOR MTO S/ACCESORIOS,MANMCMSA,45.0,19.32,30.0,40141700,MTR
FOCO DOM. COLOR VERDE 4004,FOCO4004,20.0,9.03,16.0,39101612,H87
APAGADOR ESCALERA TOSCANA 1419,APAGESCTS,18.0,6.99,10.0,40141700,H87
SOLDURA P/CAUTIN 60/40 1 MM,SOLD60401M,7.5,3.12,5.5,40141700,MTR
PUNTA P/TALADRO PH1 X 2,PUNPH1,12.0,2.94,8.0,40141700,H87
NIPLE MEDIDOR 1/2 C/TUERCA 1 PLASTICO,NMP25,70.0,16.34,50.0,31162400,H87
MEZCLADORA P/FREGADOR EKON 60413,60413,394.0,206.07,320.0,30181700,H87
ANTENA INTERIOR PLANA HD 9,FU1044,208.0,94.14,156.0,43221703,H87
ANTENA INTERIOR PLANA HD 13 C/ AMPLIFICADOR,FU0903,468.0,276.38,351.0,40141700,H87
LETRERO ADVERTENCIA CON ADHESIVO 19 X 19,LET1919,56.0,29.77,42.0,40141700,H87
PILA ALCALINA C  C/2  ENERGIZER,PILAALC,95.0,49.8,70.0,26111702,H87
CLAVO P/CONCRETO (PZA) 1,CPC1P,0.5,0.0,0.3,40141700,H87
CLAVO P/CONCRETO (PZA) 2,CPC2P,1.0,0.25,0.5,40141700,H87
CLAVO P/CONCRETO (PZA) 2 1/2,CPC212P,1.0,0.0,0.7,40141700,H87
CLAVO P/CONCRETO (PZA) 3,CPC3P,1.5,0.0,1.0,40141700,H87
CLAVO P/CONCRETO (PZA) 4,CPC4P,2.0,0.0,1.5,40141700,H87
PISTOLA P/SOPLETEAR PISO -1,T19023,95.0,50.86,75.0,27131600,H87
TORNILLO P/AFILADA 7 X 7/16  MOSCA C/50,TPA7716,20.0,8.0,15.0,40141700,H87
APAGADOR SENCILLO MONTANA 1441,APAG1441,18.0,7.17,12.0,39122216,H87
PLACA DE PLASTICO ABS 2 VENTANA MONTANA 1448,PLA2VENM1448,25.0,8.65,18.0,39121704,H87
GRAPA C/CLAVO 8 MM C/100,FU0472,30.0,12.13,20.0,40141700,H87
ALIMENTADOR P/LAVABO 40 CM,8216,40.0,16.95,30.0,40142008,H87
GABINETE CANAL 2 X 32 COMPLETA,GAB232C,410.0,209.55,280.0,40141700,H87
TAPA PVC INSER 6 TF,TAPPVC6,60.0,33.75,47.0,40141700,H87
TEE PVC HIDRAULICO DE 3,TEEPVCH3,96.0,55.22,77.0,40141700,H87
COPLE P/GG DE 1 1/2,COPPGG112,35.0,16.6,25.0,40141700,H87
PUNTA P/TALADRO PHILIPS # 2 C/TOPE,PUNTALP22CT,45.0,21.25,35.0,40141700,H87
UNIDAD TERMICA SD 2 X 70,UNITERSD270,890.0,511.06,715.0,40141700,H87
MARTILLO D/BOLA 8 ONZ,MARBOL8,105.0,56.03,80.0,40141700,H87
PINZA MECANICA # 8 P CH PRETUL 304511,T22654,95.0,43.1,71.0,27112105,H87
CAMARA 18 X 2.125,CAM182,150.0,103.45,138.0,40141700,H87
PEGAMENTO P/PARCHE DE BICI,PEGPARCHE,25.0,6.9,15.0,25172500,H87
CINTA LARGA FV 20M CAJA ABS  TRUPER,T12638,280.0,150.86,210.0,27111801,H87
CLAVIJA 1/2 VUELTA 3P 4H 30A 480V,CLA3P4H30A480V,315.0,165.0,241.0,40141700,H87
PLACA P/CONTACTO INDUSTRIAL 40 MM METALICO,PLAIND40MM,30.0,16.12,25.0,40141700,H87
TUBO LIQUIDTIGHT 1 1/2,TUBLIQ112,70.0,35.96,50.0,40141700,MTR
REGADERA AJUSTABLE DE ABS C/BRAZO Y CHAPETON,33001,70.0,40.06,53.0,40141700,H87
COFLEX GAS NAT. 1/2 X 60 .,AGQ60,425.0,214.11,340.0,40141700,H87
CONTRA LAVABO TAPON GIRATORIO COFLEX,PH215,275.0,155.69,210.0,40141700,H87
DUCTO FLEXIBLE ALUMINIO 4 X 8,DJD48A,190.0,101.25,150.0,40141700,H87
DUCTO FLEXIBLE ALUMINIO 6 X 8,DJD68A,250.0,125.0,187.0,40141700,H87
CAL   KG,CALK,15.0,6.5,10.0,40141700,KGM
MALLADESOLDER DE COBRE 2MM X 1.50M CAU-168,MALLADESO,55.0,29.0,45.0,23271800,H87
CERRADURA JACKSON SIMILAR 549AN MOD D585/IMPERIAL,CERRJACK549,450.0,258.62,380.0,31162801,H87
PORTAVASO 4P LICUADORA MAN,MALI041,50.0,17.5,40.0,40141700,H87
PORTAVASO MULIMEX D-70,MXLI015,30.0,9.63,25.0,40141700,H87
PORTAVASO P/TX 2001,PHLI029,11.31,3.61,6.61,40141700,H87
PORTAVASO PLASTICO TAURUS,TALI209,22.0,8.9,17.0,40141700,H87
POSTE INDICADOR ECKO,EKOE017,85.0,35.0,65.0,40141700,H87
POSTE INDICADOR PRESTO MOD,PROE035,15.69,6.6,11.87,40141700,H87
POSTE INDICADOR PRESTO ROSC,PROE041,20.01,6.9,12.41,40141700,H87
QUEMADOR CTO 601 C/TAPA,ACES008,75.75,36.28,58.92,40141700,H87
QUEMADOR LGO 601 C/TAPA,ACES018,91.27,42.53,69.07,40141700,H87
REPUESTO P/TERMO HONEYWELL,XCAL005,15.15,3.08,6.72,40141700,H87
TAPA DE VASO PLASTICO HAMILTON,HALI007,30.0,8.5,20.0,40141700,H87
TAPA ECONOMICA P/LIC. OSTER,OSLI072,11.05,3.97,6.68,40141700,H87
TAPA GRANDE P/VASO OSTER,OSLI091,30.0,8.2,20.0,52151504,H87
TAPA P/TAURUS WARING,TALI208,26.2,9.0,16.5,40141700,H87
TAPA P/VASO MAN C/PICO,MALI033,25.0,7.84,15.0,40141700,H87
TAPA P/VASO PHILIPS 2000,PHLI032,18.99,6.42,12.13,40141700,H87
TAPA P/VASO PHILIPS 2001,PHLI031,19.09,6.53,11.74,40141700,H87
TAPA PLASTICA MOULIMEX,MXLI016,19.49,6.8,11.83,40141700,H87
TORNILLO P/M CORTO PRESTO,PROE037,3.5,0.48,1.81,40141700,H87
VALVULA P/ESTUFA,XEST008,150.0,65.7,115.0,40141700,H87
VASO CRISTAL P/OSTER,OSLI097,214.83,92.6,150.38,40141700,H87
VASO MACROLON HAMILTON,HALI008,85.0,35.5,65.0,40141700,H87
VASO MACROLON OSTER,OSLI095,100.0,45.0,80.0,40141700,H87
VASO MINI DE PLASTICO OSTER,OSLI098,50.0,25.0,40.0,40141700,H87
VASO MOULIMEX PLASTICO,MXLI014,90.0,35.0,65.0,52152001,H87
VASO PLASTICO HAMILTON,HALI009,75.0,35.0,60.0,40141700,H87
VASO PLASTICO MAN,MALI040,60.0,21.0,40.0,40141700,H87
VASO PLASTICO OSTER,OSLI078,39.16,15.07,25.35,40141700,H87
VASO PLASTICO PHILIPS 2000,PHLI035,35.23,14.96,26.38,40141700,H87
VASO PLASTICO PHILIPS 2001,PHLI038,80.0,31.7,60.0,40141700,H87
VASO PLASTICO PHILIPS TOP,PHLI048,99.97,43.09,74.98,40141700,H87
VASO PLASTICO STAR P/OSTER,OSLI060,60.0,18.0,50.0,52152001,H87
VASO TAURUS RALLADO,TALI210,100.0,30.0,80.0,40141700,H87
DIAFRAGMA LAMEX,LXLI006,59.32,28.1,45.63,40141700,H87
PORTAVASO PLASTICO HAMILTON,HALI006,15.0,4.5,10.0,40141700,H87
PILOTO P/ESTUFA IEM CORTO,IEES006,29.27,11.47,21.29,40141700,H87
PILOTO P/ESTUFA IEM LARGO,IEES007,33.0,12.7,25.0,40141700,H87
PERILLA P/PROGRAMADOR ECO.,WILA028,24.64,10.62,18.72,40141700,H87
DIAFRAGMA INOX. NVO. 4/8 PICOS,MALI048,110.0,46.7,85.0,40141700,H87
EMPAQUE 6 LTS SUNBEAM,SUOE002,60.0,17.48,31.0,40141700,H87
COPLE D/VASO EUROBLENDER,PHLI044,11.48,1.98,8.04,40141700,H87
COPLE D/VASO PHILIPS TOP,PHLI049,9.05,2.6,6.03,40141700,H87
PORTAVASO METAL P/OSTER,OSLI077,110.32,53.0,84.11,40141700,H87
DIAFRAGMA EUROBLENDER ORIG.,PHLI036,70.88,30.55,51.39,40141700,H87
